   1.0000000e+00   5.2000000e+01   1.4906564e+00
   1.0000000e+00   5.5000000e+01  -1.7283796e+00
   1.0000000e+00   5.8000000e+01   7.5624352e-01
   1.0000000e+00   6.1000000e+01   1.2193475e+00
   1.0000000e+00   6.4000000e+01   5.8123955e-01
   1.0000000e+00   7.6000000e+01  -1.2094516e+00
   1.0000000e+00   7.9000000e+01   1.0965901e+00
   1.0000000e+00   9.1000000e+01  -1.5676263e+00
   1.0000000e+00   9.4000000e+01   1.8279423e+00
   1.0000000e+00   1.0300000e+02  -2.3841610e-01
   1.0000000e+00   1.0600000e+02  -1.0266029e+00
   1.0000000e+00   1.1200000e+02  -1.4436943e+00
   1.0000000e+00   1.1500000e+02   2.9415598e+00
   1.0000000e+00   1.1800000e+02   2.8539325e-01
   1.0000000e+00   1.2400000e+02  -5.0530728e-01
   1.0000000e+00   1.2700000e+02   2.7731900e+00
   1.0000000e+00   1.3000000e+02  -1.3502182e+00
   1.0000000e+00   1.3600000e+02  -1.4787767e+00
   1.0000000e+00   1.3900000e+02   9.4039468e-02
   1.0000000e+00   1.4200000e+02   1.9964138e+00
   1.0000000e+00   1.4500000e+02   1.6278033e+00
   1.0000000e+00   1.4800000e+02   1.8871911e+00
   1.0000000e+00   1.5100000e+02  -3.3558777e+00
   1.0000000e+00   1.5400000e+02   7.3920937e-01
   1.0000000e+00   1.5700000e+02   1.5269197e+00
   1.0000000e+00   1.6000000e+02  -2.0531825e+00
   1.0000000e+00   1.6300000e+02   1.3082257e+00
   1.0000000e+00   1.6600000e+02  -1.5057631e-01
   1.0000000e+00   1.6900000e+02   7.0693657e-01
   1.0000000e+00   1.7200000e+02  -1.7253541e+00
   1.0000000e+00   1.7500000e+02   2.5716151e+00
   1.0000000e+00   1.7800000e+02  -1.6488507e+00
   1.0000000e+00   1.8100000e+02   6.8666050e-01
   1.0000000e+00   1.8700000e+02  -1.7307145e+00
   1.0000000e+00   1.9000000e+02   8.2417802e-01
   1.0000000e+00   1.9300000e+02   8.9198758e-01
   1.0000000e+00   1.9600000e+02  -2.6310967e+00
   1.0000000e+00   1.9900000e+02   1.9448252e+00
   1.0000000e+00   2.0200000e+02  -9.4373105e-01
   1.0000000e+00   2.0500000e+02  -4.6275867e-01
   1.0000000e+00   2.0800000e+02  -1.7261212e+00
   1.0000000e+00   2.1400000e+02   1.4871880e+00
   1.0000000e+00   2.2000000e+02   7.9176585e-01
