 1.00000000e+00 5.00000000e+00 3.80004073e-01
 1.00000000e+00 9.00000000e+00 6.39886640e+00
 1.00000000e+00 1.30000000e+01 -2.75960977e+00
 1.00000000e+00 1.70000000e+01 -5.06743610e+00
 1.00000000e+00 2.10000000e+01 5.44194480e+00
 1.00000000e+00 2.50000000e+01 2.55649623e-01
 1.00000000e+00 2.90000000e+01 -6.58463601e+00
 1.00000000e+00 3.30000000e+01 -9.69408404e+00
 1.00000000e+00 3.70000000e+01 -2.22485772e+00
 1.00000000e+00 4.10000000e+01 -8.98001655e+00
 1.00000000e+00 4.50000000e+01 4.72795287e+00
 1.00000000e+00 1.01000000e+02 -2.41883830e+00
 1.00000000e+00 1.05000000e+02 7.27790124e+00
 1.00000000e+00 1.09000000e+02 -1.27266647e+01
 1.00000000e+00 1.13000000e+02 -1.86443550e+00
 1.00000000e+00 1.17000000e+02 -5.18953792e+00
 1.00000000e+00 1.21000000e+02 2.90540969e+00
 1.00000000e+00 1.41000000e+02 -1.07041091e+01
 1.00000000e+00 1.45000000e+02 -4.01306803e+00
 1.00000000e+00 1.49000000e+02 6.95368575e+00
 1.00000000e+00 1.57000000e+02 6.11089816e+00
 1.00000000e+00 1.61000000e+02 -6.25264425e+00
 1.00000000e+00 1.89000000e+02 4.02570271e+00
 1.00000000e+00 2.49000000e+02 -1.40588142e+01
 1.00000000e+00 2.93000000e+02 -6.56286608e+00
 1.00000000e+00 3.01000000e+02 -5.44886736e+00
 1.00000000e+00 3.05000000e+02 8.12762087e+00
 1.00000000e+00 3.09000000e+02 -1.06220761e+00
 1.00000000e+00 3.25000000e+02 -3.62264065e+00
 1.00000000e+00 3.29000000e+02 -7.39079124e+00
 1.00000000e+00 3.41000000e+02 -7.92646950e-01
 1.00000000e+00 3.45000000e+02 -6.67406225e+00
 1.00000000e+00 3.53000000e+02 -1.13119341e+01
 1.00000000e+00 3.81000000e+02 -1.82466467e+00
 1.00000000e+00 3.89000000e+02 -9.17703858e+00
 1.00000000e+00 4.29000000e+02 -1.30861330e+01
 1.00000000e+00 4.33000000e+02 -7.92155179e+00
 1.00000000e+00 4.61000000e+02 -1.17514875e+01
 1.00000000e+00 5.69000000e+02 -1.08885375e+01
 2.00000000e+00 4.00000000e+00 -3.12045202e+01
 2.00000000e+00 6.00000000e+00 2.13227248e+01
 2.00000000e+00 8.00000000e+00 -5.94538209e+00
 2.00000000e+00 1.00000000e+01 -1.48188160e+01
 2.00000000e+00 1.20000000e+01 1.02362172e+00
 2.00000000e+00 1.40000000e+01 7.72999263e+00
 2.00000000e+00 1.60000000e+01 -1.11440120e+01
 2.00000000e+00 1.80000000e+01 3.08607072e+00
 2.00000000e+00 2.00000000e+01 -1.30935333e-01
 2.00000000e+00 2.20000000e+01 -5.90002051e+00
 2.00000000e+00 2.40000000e+01 -4.92620553e+00
 2.00000000e+00 2.60000000e+01 -1.22377881e+00
 2.00000000e+00 2.80000000e+01 1.23755843e+00
 2.00000000e+00 3.00000000e+01 -9.31008728e-01
 2.00000000e+00 3.40000000e+01 4.45318826e+00
 2.00000000e+00 3.80000000e+01 -9.86513724e+00
 2.00000000e+00 4.00000000e+01 1.35827679e+01
 2.00000000e+00 4.20000000e+01 6.21483257e+00
 2.00000000e+00 4.40000000e+01 -1.29477122e+01
 2.00000000e+00 4.60000000e+01 1.32416705e+00
 2.00000000e+00 4.80000000e+01 6.78352102e-01
 2.00000000e+00 1.04000000e+02 -7.36450127e+00
 2.00000000e+00 1.50000000e+02 -1.15826974e+01
 2.00000000e+00 1.56000000e+02 -1.82564837e+01
 2.00000000e+00 1.88000000e+02 -1.39800186e+01
 2.00000000e+00 1.92000000e+02 -1.62346943e+01
 2.00000000e+00 2.98000000e+02 -1.43916024e+01
 2.00000000e+00 3.06000000e+02 -1.56385032e+01
 2.00000000e+00 3.24000000e+02 -1.37510264e+01
 2.00000000e+00 3.42000000e+02 -5.96317952e+00
 2.00000000e+00 3.82000000e+02 -1.47136003e+01
 4.00000000e+00 6.00000000e+00 -1.43342625e+01
 4.00000000e+00 8.00000000e+00 2.27924169e+00
 4.00000000e+00 1.00000000e+01 9.01793540e+00
 4.00000000e+00 1.20000000e+01 -1.41118585e+01
 4.00000000e+00 1.40000000e+01 -9.22213820e+00
 4.00000000e+00 1.60000000e+01 2.16021091e+01
 4.00000000e+00 1.80000000e+01 -8.47631728e+00
 4.00000000e+00 2.00000000e+01 -3.47392545e+00
 4.00000000e+00 2.20000000e+01 -3.46099368e-01
 4.00000000e+00 2.40000000e+01 2.83138773e+00
 4.00000000e+00 2.60000000e+01 -2.30006664e+00
 4.00000000e+00 2.80000000e+01 -1.38728266e+01
 4.00000000e+00 3.00000000e+01 9.34260815e+00
 4.00000000e+00 3.20000000e+01 -1.93321758e+01
 4.00000000e+00 3.40000000e+01 2.08414893e+01
 4.00000000e+00 3.60000000e+01 -3.42623888e+00
 4.00000000e+00 3.80000000e+01 2.37005854e+00
 4.00000000e+00 4.00000000e+01 -7.05393793e+00
 4.00000000e+00 4.20000000e+01 -1.61665620e+01
 4.00000000e+00 4.40000000e+01 3.29353663e+00
 4.00000000e+00 4.60000000e+01 -7.52668113e+00
 4.00000000e+00 4.80000000e+01 -5.25382998e+00
 4.00000000e+00 1.04000000e+02 -1.92933314e+01
 4.00000000e+00 1.20000000e+02 -1.41162156e+01
 4.00000000e+00 1.48000000e+02 -8.90719837e+00
 4.00000000e+00 1.90000000e+02 -1.24608280e+01
 4.00000000e+00 3.16000000e+02 -1.46413114e+01
 4.00000000e+00 3.42000000e+02 -1.20056067e+01
 5.00000000e+00 9.00000000e+00 -2.40859109e+00
 5.00000000e+00 1.30000000e+01 8.47374203e+00
 5.00000000e+00 1.70000000e+01 -2.51158706e+00
 5.00000000e+00 2.10000000e+01 3.76269811e+00
 5.00000000e+00 2.50000000e+01 -4.45506199e+00
 5.00000000e+00 2.90000000e+01 1.14768657e+01
 5.00000000e+00 3.30000000e+01 1.92003318e+01
 5.00000000e+00 3.70000000e+01 -6.23712073e+00
 5.00000000e+00 4.10000000e+01 3.53224560e+00
 5.00000000e+00 4.50000000e+01 1.07747877e+01
 5.00000000e+00 4.90000000e+01 -1.04766754e+01
 5.00000000e+00 5.30000000e+01 -9.81448981e+00
 5.00000000e+00 5.70000000e+01 -2.15710251e+00
 5.00000000e+00 9.70000000e+01 -1.58160696e+01
 5.00000000e+00 1.09000000e+02 4.66668633e+00
 5.00000000e+00 1.17000000e+02 -3.65342237e+00
 5.00000000e+00 1.21000000e+02 -9.17333453e+00
 5.00000000e+00 1.37000000e+02 -3.54426302e+00
 5.00000000e+00 1.41000000e+02 -6.93687495e+00
 5.00000000e+00 1.45000000e+02 -1.41889297e-01
 5.00000000e+00 1.53000000e+02 5.98460554e+00
 5.00000000e+00 1.57000000e+02 -3.30258399e+00
 5.00000000e+00 1.61000000e+02 -4.35711869e+00
 5.00000000e+00 1.77000000e+02 -1.66438622e+01
 5.00000000e+00 2.17000000e+02 -1.66811038e+01
 5.00000000e+00 2.45000000e+02 -2.36930340e+01
 5.00000000e+00 2.49000000e+02 -6.66262409e-01
 5.00000000e+00 2.77000000e+02 -2.08788706e+01
 5.00000000e+00 3.13000000e+02 -6.02952737e+00
 5.00000000e+00 3.33000000e+02 -1.63168917e+01
 5.00000000e+00 3.37000000e+02 -4.97047256e+00
 5.00000000e+00 3.41000000e+02 -7.98999528e+00
 5.00000000e+00 3.53000000e+02 1.67153620e+00
 5.00000000e+00 3.97000000e+02 -1.12079010e+01
 5.00000000e+00 4.57000000e+02 -1.14102626e+01
 5.00000000e+00 4.93000000e+02 -1.24456323e+01
 5.00000000e+00 5.25000000e+02 -1.76386523e+01
 5.00000000e+00 5.65000000e+02 -1.10067223e+01
 5.00000000e+00 5.77000000e+02 7.20092696e+00
 6.00000000e+00 8.00000000e+00 1.35406933e+01
 6.00000000e+00 1.00000000e+01 -1.91829482e+00
 6.00000000e+00 1.20000000e+01 6.00144122e+00
 6.00000000e+00 1.40000000e+01 -3.72160580e+00
 6.00000000e+00 1.60000000e+01 -1.81087959e+01
 6.00000000e+00 1.80000000e+01 1.31033169e+01
 6.00000000e+00 2.00000000e+01 -8.32880703e+00
 6.00000000e+00 2.20000000e+01 3.59334385e+00
 6.00000000e+00 2.40000000e+01 3.00356520e+00
 6.00000000e+00 3.00000000e+01 -9.03277818e+00
 6.00000000e+00 3.20000000e+01 4.19592655e+00
 6.00000000e+00 3.40000000e+01 -3.15759496e+01
 6.00000000e+00 3.60000000e+01 6.30731524e+00
 6.00000000e+00 4.20000000e+01 1.59697763e+01
 6.00000000e+00 4.40000000e+01 -1.60839634e+01
 6.00000000e+00 4.60000000e+01 1.01044986e+01
 6.00000000e+00 4.80000000e+01 3.19444737e+00
 6.00000000e+00 5.00000000e+01 -9.97182095e+00
 6.00000000e+00 6.40000000e+01 -1.95729060e+01
 6.00000000e+00 1.40000000e+02 -1.24157843e+01
 6.00000000e+00 1.52000000e+02 -1.08062674e+01
 6.00000000e+00 1.68000000e+02 -2.28516051e+01
 6.00000000e+00 2.90000000e+02 -2.14034397e+01
 6.00000000e+00 3.10000000e+02 -2.07264270e+01
 6.00000000e+00 3.54000000e+02 -1.85797756e+01
 6.00000000e+00 3.62000000e+02 -2.12832112e+01
 6.00000000e+00 3.78000000e+02 -1.76582901e+01
 6.00000000e+00 4.58000000e+02 -1.92995511e+01
 6.00000000e+00 5.76000000e+02 -2.29100639e+01
 8.00000000e+00 1.00000000e+01 6.32938604e+00
