9.034557493657300320e-01 1.163843497112849290e+00 7.749227595350359765e-01 1.041525356469246599e+00 1.381894285016485702e+00 6.397799153988159571e-01 2.512388474777942360e-01 1.503165389616221703e-01 1.451265323147259145e-01 1.957023470923743014e-01 5.882340913181461906e-01 8.925544066616458716e-01 6.987642379248152347e-01 3.412280796954974549e-01 9.583861745498781781e-01 1.101924626736810353e+00 8.073777403425166366e-01 2.643062691453968438e-01 2.780974338268704660e-01 9.831210817875998265e-01 2.568560417894418246e-01 2.471629793419670984e-01 5.482552365763377900e-01 3.159379710713370315e-01 3.483096103356703166e-01 9.912646476793386396e-01 2.525139802596974015e-01 2.773777444529094693e-01 2.962720933913085553e-01 1.048562042199233657e+00 1.911850265429738460e+00 1.477202225146954984e+00 1.729025378358695741e+00 1.322933260485920526e+00 1.420745473750374410e+00 1.814268142739157819e+00 1.234404595804464266e+00 1.033376296109144832e+00 1.836000077405389730e+00 1.515676421149862119e+00 1.539089222698933890e+00 1.871533962784048377e+00 6.146121251786804685e-01 1.195236718384981245e+00 1.971478419294864670e+00 1.904565964035209724e+00 1.449400781424252216e+00 1.951915354546964521e+00 1.517917660868013385e+00 1.709471940799107248e+00 1.312730993177768424e+00 1.299469543355509016e+00 7.847726685341909203e-01 1.401251173532648497e+00 1.131837871293882136e+00 1.059839404631091275e+00 7.925691306787460144e-01
1.163843497112849512e+00 9.013658321301181164e-01 6.360864811624121762e-01 1.021108019265628553e+00 1.153372607344247625e+00 4.814858131966273103e-01 1.901438952461326770e-01 1.321976656305192954e-01 1.477773213657294638e-01 1.791534302157496428e-01 4.232463593740771191e-01 7.876950913011329103e-01 5.132685291144158946e-01 2.873830528609017110e-01 7.528368875776582092e-01 1.046762794302757094e+00 5.967124579497945502e-01 3.045869073710115171e-01 3.484499526455390184e-01 7.246428247860926541e-01 2.581228371050268144e-01 2.561355400970062313e-01 4.221848462252292267e-01 3.165106824907190641e-01 4.303099696825945508e-01 8.307016947758585346e-01 2.478629198285583202e-01 2.950564759976482820e-01 3.963696423930290758e-01 1.069768868049575605e+00 1.931763190007840025e+00 1.215878490689358937e+00 1.314872911389385779e+00 1.127646563128001267e+00 1.141735580496626490e+00 1.707221018471684726e+00 1.041394739237889500e+00 1.033432372180093539e+00 1.432197713566331299e+00 1.223225378160465393e+00 1.278673830246015664e+00 1.454298565166943114e+00 7.501216197261365570e-01 1.364360167986143679e+00 2.798101481013850034e+00 2.363746356334131882e+00 1.325698196314391009e+00 1.506982019957422203e+00 1.799229622381457006e+00 1.868254206569951448e+00 1.593379271285735310e+00 1.377917118791792905e+00 1.103547072534981410e+00 2.225847217124801158e+00 1.887161330869052911e+00 1.751379079778115688e+00 1.014284017526893900e+00
7.749227595350359765e-01 6.360864811624123982e-01 1.151414757490428098e+00 1.274495383164566897e+00 9.183596215417353381e-01 5.280760848999515034e-01 1.953795609590863736e-01 1.611694381388107111e-01 1.751563174172434956e-01 2.283551312170699898e-01 4.006052348501468185e-01 5.806456101284886984e-01 5.341040077722961632e-01 3.403227228153600237e-01 6.808492584784999746e-01 8.119536958509014912e-01 6.255342045829989095e-01 3.253444897636640354e-01 2.658903691448375461e-01 6.311026900407445961e-01 2.835556285880045935e-01 3.194371881460442153e-01 5.581476245907994738e-01 3.538659605816460441e-01 4.735457162323320479e-01 7.334034139951458586e-01 3.273822588817115742e-01 3.293061114614198592e-01 4.167689404588805768e-01 9.939262439133503824e-01 1.599792024973793581e+00 1.377529811003074922e+00 1.374654515544646793e+00 1.292879144487306897e+00 1.187545274029266462e+00 1.471691550914473678e+00 1.066696060557631442e+00 9.725543079977481131e-01 1.220688953865233239e+00 1.186447666302098192e+00 1.389908161248206042e+00 1.205637791160163452e+00 8.108016226989345210e-01 1.279625477058550453e+00 1.702220701827739546e+00 2.651202693334406391e+00 1.597534315628995394e+00 1.502630137083987849e+00 1.931997476759011345e+00 2.215603641110448940e+00 1.933611000853363127e+00 1.774304795139236779e+00 1.321610146655992857e+00 1.896080567077178092e+00 1.869887927502687841e+00 1.625069212289680376e+00 1.460177993945303454e+00
1.041525356469246155e+00 1.021108019265628997e+00 1.274495383164566897e+00 1.325890009101695854e+00 1.014772522057047377e+00 4.650827933034243911e-01 1.491956293404531619e-01 1.304944692302123788e-01 1.219285835847499500e-01 1.466816593375903366e-01 3.500473701788793801e-01 5.278937347226908550e-01 4.065564040228809572e-01 2.957384563070264427e-01 5.756816400249783472e-01 8.094136191342682363e-01 6.339457229356374457e-01 3.023197312365695777e-01 2.951475989055170057e-01 6.055980410929111546e-01 2.579155002172164868e-01 2.676461652975237193e-01 3.983196176400395916e-01 2.593995792401286860e-01 3.489232900794883574e-01 6.234498351527753002e-01 2.933957172698241078e-01 3.099589435248243374e-01 3.509220264678450940e-01 9.008006410850537549e-01 1.641545000741732707e+00 1.173883137683511935e+00 1.288114149576982115e+00 1.105119988353731930e+00 1.182715728548784151e+00 1.433229846054062007e+00 1.205779620761488369e+00 9.625223586788660413e-01 1.123440180000272015e+00 9.843277115719430981e-01 1.150366903334429036e+00 1.265333812576708405e+00 6.374205969202206834e-01 1.190717802345792053e+00 2.069577397392025730e+00 2.527583426844126180e+00 1.342509662622481947e+00 1.501832808551468279e+00 1.668043101169356612e+00 2.206731952335997171e+00 2.111848243300193495e+00 2.052317899300595716e+00 1.324251700931326381e+00 2.308286344424928416e+00 2.306210571320958191e+00 2.204999825178094675e+00 1.474537159645578743e+00
1.381894285016485702e+00 1.153372607344247625e+00 9.183596215417354491e-01 1.014772522057047377e+00 1.084032482687825816e+00 6.029735438424081995e-01 1.655135360259811783e-01 1.385367185177994453e-01 1.517614883914133739e-01 1.970736124470990336e-01 3.904716855673994735e-01 6.366188884456711605e-01 5.449842480791928789e-01 3.042991287900316255e-01 7.787459630161579494e-01 9.252187045036616153e-01 7.505308924424579642e-01 3.347649800191511704e-01 3.987256166541383595e-01 7.065695328583351253e-01 2.881405963128712555e-01 3.485670631007160014e-01 4.415968569806958954e-01 3.442227094858152370e-01 3.928138277615185192e-01 7.546345166121696257e-01 3.113385693996266745e-01 2.685251410359423274e-01 3.413836526827719320e-01 1.060879570158444585e+00 1.454415541006826018e+00 1.474243100396614992e+00 1.660757961973918562e+00 1.188180036065161094e+00 1.383934077076865776e+00 1.624683420632157205e+00 1.267178461711450099e+00 1.174221681186401911e+00 1.178300750689377674e+00 1.082243047791193291e+00 1.164772188799879871e+00 1.294267271260781893e+00 6.602651464365224543e-01 1.039378901167723468e+00 1.608163181932004582e+00 2.032002725038768887e+00 1.285773799265793604e+00 1.598062927577063252e+00 2.051201675518275813e+00 1.948429927838295272e+00 2.006464206609367196e+00 1.829321779588684471e+00 1.272903103580194095e+00 1.705943345123524635e+00 1.741058382217002487e+00 1.665820472914875783e+00 1.424180289183333059e+00
6.397799153988162901e-01 4.814858131966271992e-01 5.280760848999516144e-01 4.650827933034245021e-01 6.029735438424085325e-01 8.674416821259234300e-01 7.678805521154145053e-01 8.779928804499337325e-01 9.265609668732947002e-01 8.235489621071750976e-01 6.524988384050781631e-01 3.513066033064761173e-01 6.974331752531323092e-01 1.182062241094377741e+00 6.499404073888827016e-01 4.381001725203747532e-01 9.714880512118470035e-01 1.441956269020792325e+00 1.253250411303043377e+00 7.476704469419922505e-01 1.408813211843267466e+00 1.451495485318998968e+00 1.168199975881343944e+00 1.385391156604254492e+00 1.259273014032466831e+00 1.071500749956309839e+00 1.757424472195933118e+00 1.875525501553994001e+00 1.901411032127602541e+00 1.204080134004036129e+00 6.570751317364368349e-01 1.104453791907867855e+00 9.534825504171343669e-01 1.215183513044907126e+00 1.136653480566570451e+00 8.682475067020000159e-01 1.509823643030363094e+00 1.395911115298752447e+00 1.191216733872380695e+00 1.178295720090127174e+00 1.035674859024122707e+00 1.047505634965265831e+00 1.715534066166821914e+00 1.200068515482028975e+00 6.116767291596755252e-01 6.345942837685167870e-01 1.472286087542075128e+00 1.016527422600858932e+00 9.921055703561187933e-01 6.579339746801131650e-01 1.118631113883296502e+00 7.798297906700892845e-01 1.333963156457150578e+00 4.422309678698100877e-01 3.473855794042139400e-01 5.655657908185433014e-01 9.159408290999848656e-01
2.512388474777941805e-01 1.901438952461327603e-01 1.953795609590864568e-01 1.491956293404531619e-01 1.655135360259812338e-01 7.678805521154140612e-01 1.150938356702432719e+00 1.334310394943269529e+00 1.737848099805034741e+00 1.467438412128178049e+00 6.448458994574114422e-01 2.431637088126935020e-01 5.964036386220117336e-01 1.699828325892084324e+00 4.812704566446720511e-01 2.357226667007011889e-01 7.078683523173714409e-01 2.180516113574546999e+00 2.006351990605779623e+00 7.599100261328745054e-01 2.317835147781653671e+00 2.422438438552438900e+00 1.794683930001890859e+00 2.506873649536367932e+00 2.122370053778386723e+00 1.281761871789883767e+00 3.454737807336330846e+00 3.322620743289666834e+00 2.988709701916536510e+00 1.000847875966898837e+00 2.702332003963163753e-01 6.991851050722865946e-01 5.308237161329012466e-01 9.634990179883738959e-01 9.442994033706537671e-01 4.872283328352813303e-01 8.424736233668083107e-01 1.195420362592229946e+00 7.768859324139161249e-01 7.822225162816348609e-01 7.447620295666207424e-01 5.874664182698111636e-01 1.731486403842378063e+00 1.168333883096969172e+00 1.823349807505727782e-01 1.612870240196016824e-01 8.386469537245506700e-01 6.324983664271379702e-01 3.680646541048009923e-01 4.448388496201434728e-01 4.858775078597332708e-01 3.674620225300608833e-01 6.048462185869697416e-01 2.495792134989769928e-01 2.153694179602981540e-01 1.832839984830768598e-01 3.103535541286088217e-01
1.503165389616221703e-01 1.321976656305192122e-01 1.611694381388107944e-01 1.304944692302123233e-01 1.385367185177994731e-01 8.779928804499339545e-01 1.334310394943269085e+00 1.291808741207456590e+00 1.282542212670090942e+00 1.367007387148754693e+00 6.643603177589240127e-01 1.654027757405234500e-01 5.998657519351165979e-01 1.608621887020985852e+00 4.219500885770660070e-01 2.291011695889216271e-01 7.982839735781814827e-01 2.470963315538605265e+00 2.008282579479357288e+00 7.611593756650703035e-01 2.767716673952342443e+00 2.731722840612547110e+00 1.959628121397869460e+00 2.715717424891026965e+00 2.271756922024159131e+00 1.459667509893827653e+00 3.582963403646953982e+00 3.284740163198695662e+00 2.950347510263105377e+00 9.615047334042660099e-01 2.762520174512559934e-01 5.741032242054709966e-01 4.876539060154328475e-01 1.044940404724023608e+00 9.830155453897009288e-01 4.093578195970484779e-01 8.829673177297757691e-01 8.091071667073838070e-01 6.309704820926488322e-01 6.950958251924794773e-01 6.560016265855121986e-01 5.390900049225852975e-01 1.707627497498385161e+00 9.746456027410919098e-01 1.845254968493577619e-01 2.089590187884000638e-01 7.831082553053686501e-01 5.785006707507907020e-01 4.529211949986601815e-01 2.836630960486661857e-01 4.954209329128096972e-01 3.897955758979171348e-01 6.417699722530678663e-01 1.346386738214626067e-01 2.305857671104720175e-01 2.536277355577874482e-01 3.589301103979484764e-01
1.451265323147259700e-01 1.477773213657294082e-01 1.751563174172434401e-01 1.219285835847499500e-01 1.517614883914134294e-01 9.265609668732948112e-01 1.737848099805034074e+00 1.282542212670090942e+00 1.081933615376583724e+00 1.085537383669491041e+00 8.486391622900246734e-01 2.071192520297065742e-01 6.962238987658821987e-01 1.663050120907424212e+00 4.388834915604908904e-01 2.795191994086171361e-01 8.601630731703573396e-01 2.336109328442387056e+00 2.017794069357389475e+00 8.543253253606101216e-01 2.755228422198690907e+00 2.899273471038860794e+00 1.835086583960762630e+00 2.317432324484970607e+00 2.210761354406441725e+00 1.315526615264281274e+00 3.185569134056241758e+00 3.173869361952863510e+00 2.548805572011645815e+00 8.941585304506884935e-01 3.219318573412119910e-01 6.032623379747562575e-01 5.562687439665778832e-01 8.103032704233028571e-01 9.229553437660141801e-01 5.831651654401386331e-01 9.189596354487280516e-01 1.089772991733928054e+00 8.709649652017330546e-01 8.305119431685997755e-01 8.220003486125442294e-01 4.723332030987060781e-01 1.667064839880411764e+00 1.249747228837844171e+00 1.901535657754786224e-01 1.963668354728825283e-01 5.996265325691757520e-01 6.631703295533571962e-01 3.594468262418075155e-01 3.643854414557736177e-01 4.107217144971725409e-01 4.085629788106928673e-01 6.737498775166897991e-01 2.896281613034015767e-01 2.667070063483936160e-01 2.129576911399496120e-01 3.989812975442382226e-01
1.957023470923743569e-01 1.791534302157496150e-01 2.283551312170700176e-01 1.466816593375904199e-01 1.970736124470990336e-01 8.235489621071750976e-01 1.467438412128177827e+00 1.367007387148754916e+00 1.085537383669491263e+00 1.001908963612239134e+00 7.182903917898665336e-01 2.610923595706658440e-01 8.028755571713095396e-01 1.706363205905477853e+00 6.102042405531432623e-01 2.892056146688881113e-01 9.598165618482478179e-01 2.328997745568631483e+00 2.050873252522879220e+00 8.614881249691540566e-01 2.449796344141198734e+00 2.539785830723308990e+00 1.867863572532084460e+00 2.443489297665074833e+00 2.115464087654791214e+00 1.360405167974822138e+00 2.914724476242217310e+00 2.811491293544140735e+00 2.241176138182710442e+00 9.198987338187338825e-01 2.830743724238196646e-01 7.204214356727209889e-01 5.551963260415299084e-01 1.046839153928289301e+00 9.343280606523849396e-01 5.200276527212004396e-01 1.006469210135177761e+00 1.269106405487912426e+00 9.008185600286504613e-01 7.970144051916679961e-01 8.753869933495277422e-01 6.316917344638093290e-01 1.734850585604719164e+00 1.205009376198888482e+00 1.906409802608562132e-01 2.282646580421733851e-01 6.628914774987475500e-01 6.825085191182969080e-01 6.619727608892220783e-01 2.960630081570508887e-01 4.464408058270724067e-01 4.006594089961569294e-01 7.142646662601855878e-01 2.589369536123979909e-01 2.179313928117665722e-01 2.801302858996193579e-01 4.807664638072366992e-01
