8.838965136785119636e-01 9.848424626391886205e-01 9.060486339022713054e-01 8.053697167918160149e-01 9.952458906061559807e-01 1.129637409447238339e+00 1.006505243982650288e+00 1.094237181198900899e+00 1.050476740413873289e+00 1.301675915712043885e+00 1.305760353455711620e+00 1.117000707104396362e+00 1.012446707704593107e+00 9.312175763100726256e-01 1.080273920735091320e+00 9.268591015162555014e-01 9.567371900873445911e-01 1.083487062158007497e+00 9.783012565240863934e-01 1.244786336759062584e+00 1.341396538623065071e+00 1.427191243473476590e+00 1.067764020173601391e+00 1.250653846689401716e+00 9.222191235209487026e-01 9.729073537727968013e-01 9.835509520218714830e-01 7.607051057928110316e-01 1.184634171807457559e+00 7.379260557214945004e-01 9.334032921877442046e-01 1.303643057890689461e+00 1.438461830695063393e+00 7.781658093732547465e-01 9.953355780676996778e-01 1.426203600949748962e+00 6.366287407731190395e-01 1.105902863561025518e+00 5.341619779001541835e-01 5.335958529181097365e-01 9.824212892087448301e-01 6.924456757582406752e-01 6.221932409515956719e-01 6.670278177962384314e-01 1.158014684914106862e+00 6.512293491811654844e-01 1.008297464962959911e+00 5.747929961982156666e-01 9.309193920936023048e-01 1.279983894353545759e+00 1.192685979971656929e+00 7.891274541583171986e-01 9.371150242312126233e-01 1.009519455868580273e+00 7.960478195608222673e-01 1.386172080769213943e+00 1.053267735267406691e+00 1.120991506132122506e+00 9.590899051645962459e-01 9.193486508362709309e-01
9.848424626391885095e-01 7.559337011047310151e-01 7.376809051541485251e-01 9.120228808336232618e-01 8.483403941093027312e-01 8.466282443616265363e-01 1.047276379480644781e+00 1.008603511264019481e+00 9.876459494364079328e-01 1.136013299430296053e+00 1.000317511637291990e+00 1.068275177765955597e+00 1.337075266502069315e+00 1.212554384187100709e+00 1.119806514860239410e+00 1.292654222437283007e+00 9.551145560310455584e-01 1.167711192055335800e+00 8.955412107290062762e-01 1.027804721908467611e+00 9.647570430199027269e-01 9.475967714383670693e-01 1.077250876823061532e+00 1.012921252565647690e+00 7.673953226842264996e-01 8.319345384696895662e-01 1.024221035156411608e+00 8.429865419399573678e-01 8.876819327871332543e-01 1.133482594428287138e+00 9.202921346503313282e-01 9.336816940251992936e-01 1.216095619261163163e+00 1.208466485789069012e+00 1.067163728882436713e+00 1.092400100029131238e+00 1.413179884975938494e+00 1.298888865377790580e+00 9.345724603812780584e-01 8.991464526176035088e-01 7.333407128285046594e-01 8.315401134045490306e-01 7.337668771141727664e-01 9.053933328606602604e-01 9.171439666987559747e-01 7.352430972743811965e-01 6.172947570020845820e-01 6.534567304154818013e-01 8.619149737838081027e-01 8.878565066655634830e-01 1.092129244559379098e+00 1.313143070838725057e+00 1.082563485741297793e+00 7.060447790676801505e-01 1.047590468008430475e+00 1.541655332630797126e+00 1.150705406433758515e+00 1.091072843152024241e+00 1.563589558146488478e+00 5.785431109919467740e-01
9.060486339022713054e-01 7.376809051541483031e-01 9.227673937081477540e-01 9.007964588453011290e-01 9.733513452935892429e-01 9.837184613404229561e-01 9.416926484339818160e-01 9.282778886253876260e-01 9.187529413207146112e-01 1.165907737913659981e+00 1.244508884856171393e+00 1.324833965493066534e+00 1.149156636372287821e+00 8.929447847898213109e-01 9.677844077534484279e-01 1.132517946368161166e+00 1.219790535080602201e+00 9.400009202823734755e-01 7.959834922771623633e-01 1.463456152497446983e+00 1.185431634694771974e+00 1.095409081957307906e+00 1.110873142184242157e+00 9.974096970583390398e-01 1.013812882952229488e+00 7.565732617191643916e-01 9.824525236574089826e-01 1.327641186719363153e+00 1.111767345536291751e+00 1.028960812872201425e+00 7.982212228857509251e-01 1.410664874947821890e+00 9.267853582703515780e-01 1.215635497052018676e+00 1.290233474599702390e+00 7.459168407694078962e-01 1.244502259677449318e+00 7.328456577375942471e-01 1.033152302526161526e+00 7.911285954996256642e-01 1.109029404401256746e+00 5.900301916869713503e-01 8.877044096938373485e-01 1.020824665642730444e+00 1.048513005584201796e+00 6.375111954253812607e-01 8.095273777153437766e-01 6.788242432504330015e-01 7.755300988819596730e-01 9.386384564793364138e-01 1.207996484881400878e+00 1.078305621444402673e+00 9.450273608003537662e-01 9.634195890691261699e-01 1.357410196492125687e+00 6.254151429039209731e-01 8.305976591134661691e-01 8.111123421422126167e-01 1.324926372559375620e+00 9.102144916418872800e-01
8.053697167918156818e-01 9.120228808336231507e-01 9.007964588453011290e-01 9.343456286328226668e-01 9.262032997818544500e-01 8.813519312142303885e-01 9.314402100251604200e-01 9.358290531549466884e-01 8.001434632957070692e-01 8.304870242371974465e-01 1.163559592912470020e+00 9.570007413497986226e-01 1.079646816031939904e+00 1.084582210292980298e+00 1.131262636596715776e+00 1.148623380734550281e+00 9.738388917165112790e-01 1.150307237963501983e+00 1.042574658836873835e+00 1.115212209414874867e+00 9.409916873477557342e-01 7.927042993850277330e-01 8.490669927913465642e-01 7.333892962631984869e-01 8.504731959944824560e-01 7.531587608865569772e-01 8.800885460181372411e-01 1.111892287946785407e+00 1.086874851228064376e+00 1.041330603339311933e+00 1.143496762047204518e+00 1.336381432871339925e+00 1.151388029278072045e+00 9.997257705392890159e-01 1.219226148531186382e+00 9.095712658864871791e-01 1.474495320354812788e+00 9.301700693498875516e-01 9.975436457513018329e-01 7.749680213416444419e-01 1.139958792432846479e+00 5.962095282380684980e-01 8.515338478337084460e-01 9.221530062130527394e-01 9.879831604409479162e-01 9.658668871122617627e-01 8.676688999190711460e-01 1.034731430536056873e+00 1.118048130735725953e+00 9.504566983373561317e-01 1.155487944632654029e+00 1.191325780487386243e+00 1.041031162645055907e+00 7.166103282456056656e-01 1.300932226209822629e+00 1.075702321719381960e+00 7.306974261772756218e-01 1.127713746312190235e+00 1.441284344239776471e+00 9.630153006454437170e-01
9.952458906061559807e-01 8.483403941093026202e-01 9.733513452935892429e-01 9.262032997818545610e-01 8.976626589900188469e-01 9.512610299704804540e-01 8.716301603438428858e-01 8.097553052331460943e-01 9.279703989407213083e-01 9.667203185235475615e-01 1.054500832043927971e+00 1.093840920533530436e+00 9.562747558706609086e-01 8.957815907712949333e-01 9.566385378221937685e-01 1.176962134705648921e+00 1.135861454941694770e+00 1.097051117301829803e+00 1.273710184193847628e+00 1.295934281135011634e+00 1.184078621875993109e+00 9.475809609544423306e-01 1.309763465270971761e+00 1.251125404907912353e+00 9.360276012955180969e-01 9.279844205199087037e-01 9.271734034272930414e-01 1.007796188589894726e+00 8.437682812900365592e-01 1.104138322851104137e+00 1.001792152418509163e+00 8.138081068787176298e-01 8.318812050450521411e-01 8.507928754606585153e-01 8.533627457371499858e-01 1.155300852655585464e+00 9.414708936090870894e-01 9.717008073132012980e-01 1.010213219819334984e+00 6.015427290574155705e-01 8.197472818560701535e-01 9.193726926894199014e-01 7.257625296938193804e-01 9.359637215815936884e-01 1.266570897954635289e+00 1.283252688229227667e+00 9.069271444057219744e-01 1.129235618262599328e+00 9.839177938970679049e-01 7.192056102130642836e-01 1.420055573157463558e+00 9.020929628969964753e-01 1.385249042504586248e+00 9.142852150685263357e-01 9.853348210077932379e-01 1.273350253998206227e+00 1.325614749517191271e+00 7.694728275255632299e-01 1.041059297421934815e+00 5.774812098523508519e-01
1.129637409447238561e+00 8.466282443616267583e-01 9.837184613404228450e-01 8.813519312142306106e-01 9.512610299704806760e-01 8.365875054356515239e-01 9.023117467721499807e-01 8.423622813494953121e-01 7.673195142908934008e-01 1.040020700717038338e+00 8.443429417144057147e-01 1.067988325069987532e+00 8.262360962474473158e-01 7.838596406724975818e-01 7.292640152247880092e-01 1.108558787568895809e+00 1.200443892051405559e+00 9.148429207461586943e-01 1.240538571023725556e+00 1.278025205376639883e+00 1.022952593026514867e+00 1.153640161208462356e+00 1.255929012878917117e+00 1.200277959160943597e+00 1.241310606513753356e+00 9.411994405274983766e-01 9.936684344462967111e-01 7.424361865174315955e-01 8.587802668241144577e-01 1.327055331193748744e+00 7.509947275234538644e-01 9.311039920416827043e-01 8.958940111485759195e-01 1.222049381252899858e+00 9.065009048141527970e-01 1.164143075284142403e+00 9.369980384493505898e-01 8.007389788804610831e-01 9.829579454989655352e-01 7.235413285390297489e-01 1.023156929795781434e+00 1.068667426110592622e+00 1.306485877150851849e+00 7.929773485155620083e-01 9.421768763935742808e-01 1.459377233992233069e+00 1.042369590219101028e+00 1.081904895208012585e+00 7.077495634864283680e-01 7.740954001936483087e-01 9.563779381011374703e-01 1.187502457104173237e+00 1.349931828246119014e+00 1.262795057651312503e+00 1.036275404412281276e+00 1.059064217268220309e+00 6.811459675179023510e-01 7.148487854551922593e-01 1.364966910729759952e+00 8.206094826167427136e-01
1.006505243982650288e+00 1.047276379480644559e+00 9.416926484339818160e-01 9.314402100251604200e-01 8.716301603438429968e-01 9.023117467721498697e-01 1.217550964872637254e+00 9.257470275807201388e-01 7.401465349407677641e-01 8.182537832703524749e-01 7.981606992131540235e-01 7.360336618249414542e-01 1.032449717007934087e+00 7.748114138933034356e-01 8.947742401992490047e-01 7.857109869733833740e-01 9.807188425891270045e-01 9.382724024017471409e-01 9.402687895151951025e-01 9.647947243312575694e-01 9.857670887792067127e-01 7.124530336432238764e-01 7.744718247582048631e-01 6.924204243403798698e-01 1.068596808256848441e+00 8.874511828124855839e-01 8.602389082140402543e-01 7.760402940702059160e-01 8.774205713660784278e-01 8.946554911787542030e-01 1.014025403307273754e+00 1.154131083637060851e+00 9.327398290343865694e-01 1.401729314953786165e+00 1.156427355700050841e+00 1.336010090520464377e+00 9.217073832427814528e-01 9.259811833040173523e-01 7.252705964902690372e-01 7.045160356105383270e-01 1.030784667681648337e+00 8.276954129734253041e-01 7.452361705822235782e-01 9.382573903235091883e-01 8.408866440367722683e-01 1.011744127212613531e+00 1.147494051322328623e+00 1.233670790476292911e+00 9.961504429013096074e-01 8.943896075788696498e-01 1.356740939892524311e+00 1.768307656995984356e+00 1.566799468426843367e+00 1.105418172798875887e+00 1.596049946024079347e+00 1.993983769586899379e+00 9.515475343781379935e-01 9.745786191055000325e-01 9.274277684057520288e-01 9.021757228330469225e-01
1.094237181198901121e+00 1.008603511264019259e+00 9.282778886253879591e-01 9.358290531549466884e-01 8.097553052331460943e-01 8.423622813494952011e-01 9.257470275807201388e-01 7.684957654746115141e-01 8.155094228249268884e-01 9.652248916419696734e-01 1.093855681306086680e+00 1.073044552090502091e+00 1.098048950497469756e+00 1.015837914691338106e+00 8.770727663293920173e-01 9.713549778386225686e-01 7.307599871817460624e-01 8.541843819369616675e-01 7.344729750292909864e-01 8.694282271497019154e-01 1.095448334424959258e+00 8.688103630349872653e-01 8.527271212649036869e-01 8.743104617851833460e-01 9.545680177915704112e-01 8.546810341932326027e-01 8.051580771381308121e-01 9.578301130858515311e-01 8.704438676410934939e-01 1.139677441870400543e+00 8.387295791750324359e-01 8.266502933668536945e-01 9.791974824693951973e-01 1.021184521995670780e+00 1.148993523794641591e+00 1.003922607132794464e+00 9.602168687043711737e-01 9.828187584179999270e-01 1.285887122096572854e+00 8.479382965194219857e-01 7.570101110424869439e-01 8.048483409992758242e-01 1.084368818330579076e+00 7.312418155386709584e-01 8.975628309277997596e-01 8.633578455271172514e-01 6.194096034444490639e-01 9.838983332876353183e-01 9.863515867964851580e-01 7.199252154051009045e-01 9.074534409865914197e-01 1.719862049090979950e+00 1.590595803539142095e+00 1.254939832665630473e+00 1.987159907623485156e+00 1.559158003182363084e+00 8.858388514186934515e-01 1.026186630119436449e+00 1.165760742381327209e+00 1.733716552385247800e+00
1.050476740413872845e+00 9.876459494364079328e-01 9.187529413207143891e-01 8.001434632957067361e-01 9.279703989407211973e-01 7.673195142908935118e-01 7.401465349407677641e-01 8.155094228249268884e-01 8.708618529265140795e-01 9.554413892411476317e-01 9.330872483296033248e-01 1.036983563280398757e+00 9.030549688660278740e-01 7.786231696750822717e-01 6.937366345817120861e-01 8.619723795762848084e-01 1.076110272266723289e+00 8.477059322229582028e-01 1.073764641410823950e+00 1.045124859612844848e+00 1.175848272761257141e+00 1.104353932247447156e+00 1.083275388096752057e+00 1.212311697675718447e+00 1.043792236892796099e+00 8.244317137645987836e-01 8.672309301639445911e-01 8.344114088702050402e-01 8.017755292796853173e-01 1.029987668616742402e+00 8.048177594726001471e-01 1.157040176318670621e+00 7.233409668859310804e-01 1.337103143493127311e+00 9.186251536640283044e-01 9.468871200586110870e-01 9.483038282712702438e-01 1.353304612954469022e+00 1.181550134643131411e+00 1.112905187820116382e+00 1.125936966161307895e+00 1.107775531679588088e+00 8.716228195193181927e-01 9.902685282851033666e-01 1.297899551866314116e+00 1.050764174459925648e+00 1.001660358814529861e+00 8.201407636231102805e-01 9.504357251394964790e-01 1.281232083959789714e+00 1.218212787023048582e+00 1.333100485057932216e+00 1.344326162534033919e+00 8.789460713769384759e-01 8.865273018825952089e-01 8.881405943510523038e-01 7.522510010304105377e-01 1.167350145475995138e+00 8.948453188989216045e-01 1.452785144165723574e+00
1.301675915712044773e+00 1.136013299430296275e+00 1.165907737913659981e+00 8.304870242371975575e-01 9.667203185235475615e-01 1.040020700717038782e+00 8.182537832703521419e-01 9.652248916419694513e-01 9.554413892411474096e-01 9.392718774625198330e-01 8.127093754036693873e-01 9.774739627574948742e-01 8.694317269355482658e-01 7.330249689313101946e-01 7.272067505337366233e-01 1.090465259357071837e+00 9.948497540574207099e-01 1.055317019081788210e+00 1.259053116557906193e+00 1.231347487462429502e+00 1.223703682335601783e+00 1.447610850274212435e+00 1.249657211341932195e+00 1.065643271964706207e+00 1.350084690793451392e+00 1.066149702732213989e+00 1.020377381985635434e+00 7.632840219850905994e-01 9.383697162101672928e-01 1.026848490597980668e+00 8.932228821632391957e-01 1.011235407598349845e+00 9.338790475048999173e-01 1.193658213391573852e+00 7.145577578888786530e-01 7.277009187615050001e-01 8.123169405302487212e-01 1.125325037626897284e+00 7.214732322153898370e-01 1.192503976919707220e+00 8.100136234361628995e-01 1.143281188757176769e+00 1.216973383127132990e+00 1.057973354858685822e+00 1.385109935857628871e+00 1.208696976408649482e+00 1.251784694913301133e+00 1.007226489293000959e+00 9.346464387327234613e-01 1.062528279613453641e+00 6.238290953284023610e-01 8.974235834405548395e-01 9.476790677398208018e-01 1.197261379359402245e+00 7.430199734757577668e-01 9.509556084520492947e-01 7.024235636770366220e-01 5.169763569787220181e-01 8.139618878935136470e-01 1.040690587489146113e+00
