  0.784886420      0.169472277       4.02162783E-02   3.56913060E-02   4.30905782E-02   1.75203774E-02   5.27033815E-03   2.52001453E-03   2.47431430E-03   3.24096950E-03   1.15003195E-02   1.47479866E-02   1.18434317E-02   4.94281342E-03   1.47203421E-02   1.36911869E-02   1.14511047E-02   3.42349941E-03   3.52299004E-03   1.27136195E-02   2.44043046E-03   2.05851975E-03   3.89988092E-03   1.96964201E-03   2.51182821E-03   8.54095537E-03   1.42906280E-03   1.47727516E-03   1.74511701E-03   7.64169265E-03   9.20570269E-03   8.56793951E-03   8.94423015E-03   7.49747921E-03   7.82163814E-03   8.77464842E-03   6.85817190E-03   6.23941422E-03   1.06324693E-02   7.38638919E-03   6.53791614E-03   7.08947703E-03   3.03042214E-03   5.48809953E-03   5.37235616E-03   4.70929733E-03   6.64781034E-03   7.63717759E-03   5.18106809E-03   5.86887402E-03   5.03203878E-03   4.99020331E-03   3.97688430E-03   4.84997220E-03   4.07559471E-03   3.60827753E-03   4.44784714E-03
  0.169472277      0.462579638       8.20460767E-02   4.94401976E-02   4.37620580E-02   1.68033130E-02   4.52576764E-03   2.62062764E-03   2.71022739E-03   3.17776855E-03   8.82130582E-03   1.35910949E-02   9.32403188E-03   4.31340607E-03   1.17400680E-02   1.34771420E-02   9.09740012E-03   4.17396706E-03   4.50175907E-03   9.55509674E-03   2.59542651E-03   2.37914943E-03   3.37009132E-03   2.17414508E-03   3.32596013E-03   7.62155419E-03   1.50668365E-03   1.64186058E-03   2.27547111E-03   7.69085251E-03   9.50530637E-03   7.31905410E-03   7.04661291E-03   6.61781803E-03   6.41483627E-03   8.44606478E-03   5.99072501E-03   6.61658356E-03   8.63950513E-03   6.26155781E-03   5.72579633E-03   5.75388409E-03   3.75805027E-03   6.46466389E-03   7.69127067E-03   5.73409162E-03   6.14405051E-03   5.92995714E-03   5.97026665E-03   6.08133059E-03   5.76224132E-03   5.00501739E-03   5.27897896E-03   7.23749632E-03   6.39201561E-03   5.81872603E-03   5.81644708E-03
   4.02162783E-02   8.20460767E-02  0.462694526      0.135542884       4.35099453E-02   1.98180191E-02   5.23744291E-03   3.20371706E-03   3.35691846E-03   3.85061023E-03   7.90326018E-03   9.43885092E-03   8.95395596E-03   4.83831484E-03   9.72259510E-03   9.38004535E-03   8.73364136E-03   4.23540128E-03   3.21182003E-03   7.50015629E-03   2.56921956E-03   2.77507515E-03   4.39137081E-03   2.41068890E-03   3.56405159E-03   6.37359219E-03   1.87274651E-03   1.73943129E-03   2.20922194E-03   6.15470950E-03   6.86272513E-03   7.48870475E-03   6.75694365E-03   6.94682822E-03   6.10613544E-03   6.56676944E-03   5.54718776E-03   5.69784362E-03   6.90063555E-03   5.59088727E-03   5.77755691E-03   4.44382289E-03   3.74945649E-03   5.44453086E-03   4.26708302E-03   5.73324226E-03   6.41941885E-03   5.28016267E-03   5.69792883E-03   6.19615801E-03   5.85926278E-03   5.37336711E-03   5.28475083E-03   5.14329597E-03   5.25830640E-03   4.48821252E-03   7.22143659E-03
   3.56913060E-02   4.94401976E-02  0.135542884      0.430405229      0.111224867       2.29545720E-02   4.52976953E-03   3.07695637E-03   2.46795896E-03   2.72231968E-03   6.91457698E-03   8.55523534E-03   6.76315185E-03   4.08666022E-03   8.20134487E-03   9.01847612E-03   8.36465415E-03   3.79609619E-03   3.56721017E-03   7.08743325E-03   2.21833470E-03   2.20677699E-03   3.08707822E-03   1.83447241E-03   2.74310075E-03   5.55669796E-03   1.67435687E-03   1.62275333E-03   1.85976690E-03   5.42478682E-03   6.38825493E-03   5.85974799E-03   6.02253806E-03   5.73621830E-03   5.86422905E-03   6.16416894E-03   5.95659297E-03   5.36912028E-03   6.12077489E-03   4.57822904E-03   4.63637151E-03   4.55989130E-03   2.89227534E-03   4.92534600E-03   4.90664970E-03   5.25014102E-03   5.06505370E-03   4.81925299E-03   4.62697307E-03   5.77711267E-03   5.79071045E-03   5.48519380E-03   4.65002190E-03   5.51269576E-03   5.69834188E-03   5.32523915E-03   6.38491102E-03
   4.30905782E-02   4.37620580E-02   4.35099453E-02  0.111224867      0.422800094       8.17080885E-02   7.84330629E-03   4.39080782E-03   4.32436354E-03   4.58436972E-03   1.00749591E-02   1.22598335E-02   1.07265534E-02   4.95189056E-03   1.27975391E-02   1.22053148E-02   1.13350637E-02   4.71446943E-03   5.51637309E-03   9.81907826E-03   2.89640157E-03   3.23773199E-03   3.85496556E-03   2.84588127E-03   3.80459568E-03   8.33781250E-03   2.16257689E-03   1.66446296E-03   2.12814845E-03   7.58043956E-03   6.53264392E-03   7.92300608E-03   8.46155733E-03   6.96205394E-03   7.86690693E-03   7.99672585E-03   7.16080656E-03   7.38432305E-03   7.25401985E-03   5.75738773E-03   5.49893966E-03   5.36694936E-03   3.47625697E-03   5.00647537E-03   4.39900300E-03   4.73749079E-03   5.52980462E-03   5.71404397E-03   6.16639666E-03   5.69371507E-03   6.11226074E-03   5.25053078E-03   4.68143867E-03   4.24592895E-03   4.49492969E-03   4.19515930E-03   6.39975769E-03
   1.75203774E-02   1.68033130E-02   1.98180191E-02   2.29545720E-02   8.17080885E-02  0.409321249      0.100984700       4.39020246E-02   3.58718149E-02   2.72607151E-02   2.13299468E-02   8.93253554E-03   1.64879579E-02   2.30052527E-02   1.27140014E-02   6.73867343E-03   1.75591372E-02   2.34948546E-02   1.96565744E-02   1.20222149E-02   1.69975944E-02   1.59273427E-02   1.16128083E-02   1.30405733E-02   1.44127021E-02   1.47430142E-02   1.52962115E-02   1.43029271E-02   1.41854938E-02   1.02297114E-02   3.53963277E-03   6.92480989E-03   5.28678857E-03   7.84303527E-03   7.37265637E-03   4.95237438E-03   9.86969098E-03   1.01503478E-02   8.35699309E-03   7.15961214E-03   5.65291755E-03   5.14309341E-03   1.05054677E-02   6.77973265E-03   1.96944922E-03   1.72547798E-03   7.18396856E-03   4.18808777E-03   3.35923932E-03   2.10617785E-03   3.84481461E-03   2.51352158E-03   5.32551948E-03   1.16526627E-03   9.44764412E-04   1.50429085E-03   4.33834502E-03
   5.27033815E-03   4.52576764E-03   5.23744291E-03   4.52976953E-03   7.84330629E-03  0.100984700      0.462977707      0.143793687       8.24324638E-02   5.12530245E-02   2.32946258E-02   6.08326308E-03   1.44570945E-02   3.08583621E-02   8.74394365E-03   3.35176429E-03   1.15853110E-02   3.30204815E-02   2.82747056E-02   1.07577154E-02   2.51285918E-02   2.47772560E-02   1.63671952E-02   2.08677370E-02   2.14776490E-02   1.61844529E-02   2.90799588E-02   2.46572383E-02   2.13038474E-02   7.90275354E-03   1.34417159E-03   4.08308394E-03   2.66662566E-03   5.25559532E-03   5.23945270E-03   2.46265088E-03   4.95625008E-03   7.80890416E-03   4.89409314E-03   4.20625182E-03   3.60573968E-03   2.58973567E-03   9.74973477E-03   5.96196158E-03   5.34729683E-04   4.00870864E-04   3.70624103E-03   2.29602284E-03   1.11518579E-03   1.24557107E-03   1.42072560E-03   1.03778276E-03   2.10584258E-03   5.54385246E-04   4.81567113E-04   3.98812263E-04   1.20568799E-03
   2.52001453E-03   2.62062764E-03   3.20371706E-03   3.07695637E-03   4.39080782E-03   4.39020246E-02  0.143793687      0.458664060      0.142554298       6.36019483E-02   2.75326557E-02   4.97168023E-03   1.55552495E-02   3.25560011E-02   7.77487038E-03   3.28958919E-03   1.31315673E-02   3.68394107E-02   2.85990760E-02   1.05265789E-02   2.87225898E-02   2.72974111E-02   1.81119647E-02   2.25489587E-02   2.21044105E-02   1.77181158E-02   3.00919786E-02   2.56312005E-02   2.22506151E-02   7.88679346E-03   1.38853444E-03   3.36582679E-03   2.48080189E-03   5.61471237E-03   5.01184631E-03   1.92436087E-03   5.00466162E-03   5.17163519E-03   3.88242514E-03   3.64920404E-03   3.05593666E-03   2.29189196E-03   9.38650686E-03   4.97232331E-03   5.31458238E-04   5.14328305E-04   3.43954423E-03   2.06792960E-03   1.31461537E-03   7.72754487E-04   1.37766509E-03   1.01825979E-03   2.12865043E-03   2.83575500E-04   4.72569140E-04   4.93326632E-04   1.24026986E-03
   2.47431430E-03   2.71022739E-03   3.35691846E-03   2.46795896E-03   4.32436354E-03   3.58718149E-02   8.24324638E-02  0.142554298      0.455955327      0.137005642       5.42349592E-02   8.26794095E-03   2.51111332E-02   4.16808426E-02   1.04366830E-02   4.71207080E-03   1.65407080E-02   4.05242890E-02   3.27490121E-02   1.38211139E-02   3.23359221E-02   3.21042314E-02   1.91824790E-02   2.25749332E-02   2.48387568E-02   1.77740566E-02   2.97742058E-02   2.86060926E-02   2.33981591E-02   8.98317713E-03   1.94592332E-03   4.13728086E-03   3.28883831E-03   5.10415807E-03   5.36605669E-03   2.91613792E-03   5.60804550E-03   7.76896114E-03   6.07042387E-03   4.93003847E-03   4.32784623E-03   2.23674159E-03   1.02304723E-02   7.20516406E-03   6.33839867E-04   5.49500168E-04   3.01929866E-03   2.72742892E-03   1.18931720E-03   1.10084075E-03   1.28635764E-03   1.17500161E-03   2.39289273E-03   6.72752853E-04   5.99977211E-04   4.39504249E-04   1.42667338E-03
   3.24096950E-03   3.17776855E-03   3.85061023E-03   2.72231968E-03   4.58436972E-03   2.72607151E-02   5.12530245E-02   6.36019483E-02  0.137005642      0.465881526      0.118423454       1.52851688E-02   3.65737490E-02   5.65697774E-02   1.70895215E-02   5.98377781E-03   2.06079464E-02   4.49151434E-02   3.68318409E-02   1.51060391E-02   3.19854990E-02   3.02470662E-02   2.05763802E-02   2.56019775E-02   2.65190825E-02   2.01842897E-02   2.88377516E-02   2.68187430E-02   2.26000771E-02   1.06984042E-02   1.99304032E-03   5.65058459E-03   3.65173211E-03   7.28821801E-03   6.05622306E-03   2.82011949E-03   6.21349504E-03   9.26397368E-03   6.65959949E-03   5.09661995E-03   4.95607918E-03   3.21529084E-03   1.12778703E-02   7.37618515E-03   6.82948215E-04   7.03052967E-04   3.60890455E-03   3.06034205E-03   2.39655282E-03   9.69665591E-04   1.47465407E-03   1.23420393E-03   2.65600462E-03   6.12485455E-04   5.14189713E-04   6.03510300E-04   1.73470448E-03
