           0  0.531274021    
           1  0.147860155    
           2   3.85579653E-02
           3   1.98277980E-02
           4   1.34347146E-02
           5   1.03513440E-02
           6   8.45282152E-03
           7   7.50876358E-03
           8   6.51281374E-03
           9   5.74735040E-03
          10   5.15639782E-03
          11   5.03162248E-03
          12   4.87835705E-03
          13   4.78568254E-03
          14   4.77685593E-03
          15   4.80721844E-03
          16   4.74501587E-03
          17   4.69389791E-03
          18   4.58881166E-03
          19   4.55807149E-03
          20   4.55565518E-03
          21   4.54899762E-03
          22   4.45538806E-03
          23   4.29513771E-03
          24   4.08943323E-03
          25   3.80685693E-03
          26   3.53663461E-03
          27   3.34004662E-03
          28   3.15925828E-03
          29   2.99062021E-03
          30   2.79002381E-03
          31   2.67363503E-03
          32   2.56057642E-03
          33   2.47409148E-03
          34   2.43086927E-03
          35   2.41772970E-03
          36   2.48227059E-03
          37   2.52875895E-03
          38   2.56399461E-03
          39   2.53464654E-03
          40   2.47815344E-03
          41   2.37217266E-03
          42   2.26442935E-03
          43   2.16396549E-03
          44   2.05708668E-03
          45   1.91513938E-03
          46   1.73867599E-03
          47   1.52908184E-03
          48   1.26180542E-03
          49   1.01302820E-03
          50   8.14943633E-04
          51   7.55813031E-04
          52   6.43016829E-04
          53   5.98741695E-04
          54   5.75560203E-04
          55   5.92224707E-04
          56   5.61017659E-04
          57   5.65992203E-04
          58   5.89296862E-04
          59   5.99690829E-04
