           0  0.399782181    
           1   6.78824112E-02
           2   2.24944800E-02
           3   1.46165751E-02
           4   1.08472547E-02
           5   8.34142976E-03
           6   6.82482077E-03
           7   5.55221085E-03
           8   4.38400311E-03
           9   3.68115073E-03
          10   2.84258393E-03
          11   2.64303456E-03
          12   2.29561282E-03
          13   2.02514883E-03
          14   1.85089745E-03
          15   1.67344208E-03
          16   1.52055081E-03
          17   1.37056143E-03
          18   1.29135884E-03
          19   1.22093072E-03
          20   1.15046417E-03
          21   1.04617025E-03
          22   9.75228904E-04
          23   9.37824661E-04
          24   8.91849748E-04
          25   8.28366145E-04
          26   7.44586578E-04
          27   7.25616119E-04
          28   7.09900458E-04
          29   6.91794849E-04
          30   6.85853127E-04
          31   6.39336242E-04
          32   6.10244460E-04
          33   6.08538918E-04
          34   5.91106596E-04
          35   5.87834860E-04
          36   6.10804884E-04
          37   6.04277942E-04
          38   6.07984664E-04
          39   5.91824646E-04
          40   5.72544290E-04
          41   5.63140085E-04
          42   5.71528682E-04
          43   5.46333147E-04
          44   5.46365394E-04
          45   5.51047502E-04
          46   5.27090277E-04
          47   5.03677817E-04
          48   4.78680740E-04
          49   4.46286402E-04
          50   4.42344521E-04
          51   4.32991597E-04
          52   4.22294484E-04
          53   4.07513755E-04
          54   3.91726382E-04
          55   3.87072680E-04
          56   3.58846301E-04
          57   3.45559674E-04
          58   3.25763569E-04
          59   2.83398374E-04
