1	3	-9.99999978E-03
1	4	-9.99999978E-03
1	5	-9.99999978E-03
1	6	-9.99999978E-03
1	7	-9.99999978E-03
1	8	-9.99999978E-03
1	9	-9.99999978E-03
1	10	-9.99999978E-03
1	11	-9.99999978E-03
1	12	-9.99999978E-03
1	13	-9.99999978E-03
1	14	-9.99999978E-03
1	15	-9.99999978E-03
1	16	-9.99999978E-03
1	17	-9.99999978E-03
1	18	-9.99999978E-03
1	19	-9.99999978E-03
1	20	-9.99999978E-03
1	21	-9.99999978E-03
1	22	-9.99999978E-03
1	23	-9.99999978E-03
1	24	-9.99999978E-03
1	25	-9.99999978E-03
1	26	-9.99999978E-03
1	27	-9.99999978E-03
1	28	-9.99999978E-03
1	29	-9.99999978E-03
1	30	-9.99999978E-03
1	31	-9.99999978E-03
1	32	-9.99999978E-03
1	33	-9.99999978E-03
1	34	-9.99999978E-03
1	35	-9.99999978E-03
1	36	-9.99999978E-03
1	37	-9.99999978E-03
1	38	-9.99999978E-03
1	39	-9.99999978E-03
1	40	-9.99999978E-03
1	41	-9.99999978E-03
1	42	-9.99999978E-03
1	43	-9.99999978E-03
1	44	-9.99999978E-03
1	45	-9.99999978E-03
1	46	-9.99999978E-03
1	47	-9.99999978E-03
1	48	-9.99999978E-03
1	49	-9.99999978E-03
1	50	-9.99999978E-03
1	51	-9.99999978E-03
1	52	-9.99999978E-03
1	53	-9.99999978E-03
1	54	-9.99999978E-03
1	55	-9.99999978E-03
1	56	-9.99999978E-03
1	57	-9.99999978E-03
1	58	-9.99999978E-03
1	59	-9.99999978E-03
1	60	-9.99999978E-03
1	61	-9.99999978E-03
1	62	-9.99999978E-03
1	63	-9.99999978E-03
1	64	-9.99999978E-03
1	65	-9.99999978E-03
1	66	-9.99999978E-03
1	67	-9.99999978E-03
1	68	-9.99999978E-03
1	69	-9.99999978E-03
1	70	-9.99999978E-03
1	71	-9.99999978E-03
1	72	-9.99999978E-03
1	73	-9.99999978E-03
1	74	-9.99999978E-03
1	75	-9.99999978E-03
1	76	-9.99999978E-03
2	4	-9.99999978E-03
2	5	-9.99999978E-03
2	6	-9.99999978E-03
2	7	-9.99999978E-03
2	8	-9.99999978E-03
2	9	-9.99999978E-03
2	10	-9.99999978E-03
2	11	-9.99999978E-03
2	12	-9.99999978E-03
2	13	-9.99999978E-03
2	14	-9.99999978E-03
2	15	-9.99999978E-03
2	16	-9.99999978E-03
2	17	-9.99999978E-03
2	18	-9.99999978E-03
2	19	-9.99999978E-03
2	20	-9.99999978E-03
2	21	-9.99999978E-03
2	22	-9.99999978E-03
2	23	-9.99999978E-03
2	24	-9.99999978E-03
2	25	-9.99999978E-03
2	26	-9.99999978E-03
2	27	-9.99999978E-03
2	28	-9.99999978E-03
2	29	-9.99999978E-03
2	30	-9.99999978E-03
2	31	-9.99999978E-03
2	32	-9.99999978E-03
2	33	-9.99999978E-03
2	34	-9.99999978E-03
2	35	-9.99999978E-03
2	36	-9.99999978E-03
2	37	-9.99999978E-03
2	38	-9.99999978E-03
2	39	-9.99999978E-03
2	40	-9.99999978E-03
2	41	-9.99999978E-03
2	42	-9.99999978E-03
2	43	-9.99999978E-03
2	44	-9.99999978E-03
2	45	-9.99999978E-03
