           0  0.421950132    
           1   7.74589181E-02
           2   2.52878424E-02
           3   1.68385580E-02
           4   1.33184623E-02
           5   1.10032307E-02
           6   9.66431387E-03
           7   8.55953246E-03
           8   7.68963154E-03
           9   7.01881200E-03
          10   6.11574249E-03
          11   5.83640486E-03
          12   5.31863235E-03
          13   4.95932577E-03
          14   4.61282814E-03
          15   4.26664948E-03
          16   3.87962745E-03
          17   3.54323164E-03
          18   3.32844350E-03
          19   3.17747262E-03
          20   3.06839077E-03
          21   2.83130701E-03
          22   2.56077456E-03
          23   2.34649214E-03
          24   2.21237051E-03
          25   2.06130324E-03
          26   1.88981392E-03
          27   1.77072850E-03
          28   1.70139503E-03
          29   1.63966883E-03
          30   1.56605605E-03
          31   1.45753659E-03
          32   1.37280964E-03
          33   1.30220177E-03
          34   1.23354106E-03
          35   1.20908197E-03
          36   1.18151191E-03
          37   1.14622607E-03
          38   1.12865807E-03
          39   1.09122670E-03
          40   1.03301799E-03
          41   9.99116455E-04
          42   1.00285595E-03
          43   9.60083737E-04
          44   9.34126030E-04
          45   9.19334998E-04
          46   9.10788367E-04
          47   8.76554463E-04
          48   8.54216574E-04
          49   8.35009676E-04
          50   8.26360367E-04
          51   7.96356762E-04
          52   7.79643306E-04
          53   7.48822291E-04
          54   7.49349711E-04
          55   7.23874662E-04
          56   6.99639670E-04
          57   7.24776881E-04
          58   7.15830189E-04
          59   7.01919082E-04
