   1.00000000       1.20482564       1.00323963      0.886218488       1.11730850       1.31365907      0.970223427       1.32766962       1.19732237       1.42858636       1.51440275       1.27573240       1.24631345       1.04549289       1.23420167       1.03802049       1.09457588       1.26418746       1.08572638       1.59341061       1.62208855       1.49995589       1.22218525       1.55707371      0.914774239      0.916226804       1.02371347      0.767392516       1.14970958      0.701004028      0.883197367       1.29611492       1.63873100      0.740519285       1.03187859       1.44269192      0.694611311       1.29964328      0.533522069      0.585798502       1.11522329      0.740683854      0.683093309      0.746612191       1.31600988      0.763878584       1.03794503      0.596867919      0.872571707       1.28446770       1.01915812      0.711659789      0.891000390      0.852613091      0.692174911       1.45471013      0.943444073       1.15951741      0.830616653      0.853777587    
   1.20482564       1.00000000      0.883243740       1.08520079       1.02984464       1.06462145       1.09163105       1.32329869       1.21726406       1.34817386       1.25451148       1.31931388       1.77979434       1.47207522       1.38342011       1.56542921       1.18159199       1.47326899       1.07471228       1.42266405       1.26152015       1.07690835       1.33332944       1.36366153      0.823109865      0.847187459       1.15274727      0.919561386      0.931579947       1.16434419      0.941614211       1.00378919       1.49808311       1.24353409       1.19632447       1.19490302       1.66729295       1.65058553       1.00937200       1.06739485      0.900178671      0.961809874      0.871107399       1.09584033       1.12704551      0.932567298      0.687127173      0.733740449      0.873599410      0.963430345       1.00913286       1.28054893       1.11300528      0.644805014      0.984979272       1.74946582       1.11455214       1.22035885       1.46427596      0.580977201    
   1.00323963      0.883243740       1.00000000      0.970122933       1.06946588       1.11961579      0.888422370       1.10232878       1.02489173       1.25234044       1.41263676       1.48088789       1.38448715      0.981180966       1.08214498       1.24134326       1.36581874       1.07342231      0.864582479       1.83344209       1.40297031       1.12674916       1.24445963       1.21534681      0.984220028      0.697327971       1.00080097       1.31080031       1.05602062      0.956667662      0.739207387       1.37266088       1.03333962       1.13219750       1.30912757      0.738477170       1.32894158      0.842896581       1.00994647      0.850036323       1.23214471      0.617697716      0.953844786       1.11829627       1.16620123      0.731868029      0.815589845      0.689888179      0.711446583      0.921874106       1.01026595      0.951747477      0.879394948      0.796356201       1.15516067      0.642365634      0.728153050      0.821127415       1.12302041      0.827299654    
  0.886218488       1.08520079      0.970122933       1.00000000       1.01133716      0.996873140      0.873288274       1.10438883      0.887032330      0.886509538       1.31254280       1.06307852       1.29265833       1.18434799       1.25707912       1.25117135       1.08364558       1.30541480       1.12538695       1.38847268       1.10675144      0.810316086      0.945258617      0.888082981      0.820516586      0.689866364      0.890953124       1.09096515       1.02595985      0.962150991       1.05237448       1.29229653       1.27578640      0.925320208       1.22939169      0.894902527       1.56475353       1.06320369      0.969076931      0.827497184       1.25863600      0.620287478      0.909292459       1.00392449       1.09204757       1.10193145      0.868733644       1.04506028       1.01928699      0.927679479      0.960346162       1.04496741      0.962710381      0.588663757       1.10021687       1.09798992      0.636593044       1.13454247       1.21405375      0.869850516    
   1.11730850       1.02984464       1.06946588       1.01133716       1.00000000       1.09770954      0.833742797      0.974936843       1.04954946       1.05280662       1.21358156       1.23966527       1.16810513      0.997967005       1.08453667       1.30797315       1.28950405       1.27016091       1.40269268       1.64611435       1.42082977      0.988227129       1.48764312       1.54567087      0.921324432      0.867194116      0.957605541       1.00883019      0.812589526       1.04081917      0.940611303      0.802880585      0.940404654      0.803400695      0.877883494       1.15966165       1.01931083       1.13314080       1.00123632      0.655309439      0.923396409      0.975849628      0.790666640       1.03957129       1.42829764       1.49364257      0.926407814       1.16357791      0.915149391      0.716169596       1.20410657      0.807273507       1.30694401      0.766237020      0.850167811       1.32602382       1.17825377      0.789791346      0.894665956      0.532165229    
   1.31365907       1.06462145       1.11961579      0.996873140       1.09770954       1.00000000      0.894040823       1.05056393      0.898971498       1.17325020       1.00656497       1.25376940       1.04545248      0.904593050      0.856410623       1.27613306       1.41169250       1.09718359       1.41515195       1.68157923       1.27150452       1.24626875       1.47765100       1.53602719       1.26562572      0.911083519       1.06308520      0.769848704      0.856704354       1.29581118      0.730416119      0.951542139       1.04908574       1.19535804      0.965989351       1.21044052       1.05084658      0.967259884       1.00915849      0.816477418       1.19385433       1.17499161       1.47436321      0.912340462       1.10058236       1.75955546       1.10294139       1.15478432      0.681888998      0.798469245      0.840020776       1.10079086       1.31929481       1.09626412      0.926183224       1.14242220      0.627137244      0.760035992       1.21509004      0.783332348    
  0.970223427       1.09163105      0.888422370      0.873288274      0.833742797      0.894040823       1.00000000      0.957035422      0.718785822      0.765153885      0.788724601      0.716243923       1.08288205      0.741178930      0.871009409      0.749742568      0.955993354      0.932768404      0.889112949       1.05226457       1.01566112      0.637983859      0.755308747      0.734512269      0.903131127      0.712087095      0.762882710      0.667025805      0.725552499      0.724136829      0.817512512      0.977680802      0.905371845       1.13654208       1.02149105       1.15148675      0.856851995      0.927185178      0.617215216      0.658997595      0.996986210      0.754353404      0.697117209      0.894808829      0.814216077       1.01115608       1.00645244       1.09149861      0.795556664      0.764720201      0.987801135       1.35875213       1.26927447      0.795464933       1.18244326       1.78294551      0.726214647      0.858912587      0.684350431      0.713859558    
   1.32766962       1.32329869       1.10232878       1.10438883      0.974936843       1.05056393      0.957035422       1.00000000      0.996858716       1.13608837       1.36056066       1.31432831       1.44962871       1.22313476       1.07465196       1.16667569      0.896619022       1.06885636      0.874185443       1.19356644       1.42065704      0.979267359       1.04677129       1.16739464       1.01546896      0.863208175      0.898757815       1.03626227      0.905992568       1.16109991      0.851119161      0.881427526       1.19635367       1.04219365       1.27748740       1.08911133       1.12358236       1.23868418       1.37740684      0.998343587      0.921606898      0.923296511       1.27676725      0.877793014       1.09393096       1.08607841      0.683822811       1.09571338      0.991518378      0.774793625      0.831610143       1.66340828       1.62190270       1.13668513       1.85306001       1.75480723      0.850965738       1.13836432       1.08275628       1.72672260    
   1.19732237       1.21726406       1.02489173      0.887032330       1.04954946      0.898971498      0.718785822      0.996858716       1.00000000       1.05641305       1.09025037       1.19317484       1.11994159      0.880690515      0.798496366      0.972549319       1.24032664      0.996458113       1.20055747       1.34780526       1.43250036       1.16931272       1.24918485       1.52059102       1.04308558      0.782190025      0.909373701      0.848022819      0.783939898      0.985747695      0.767206132       1.15893567      0.830191851       1.28190315      0.959452510      0.964975655       1.04238749       1.60224462       1.18893373       1.23089230       1.28766894       1.19378197      0.964071870       1.11668372       1.48597753       1.24171436       1.03880072      0.857988060      0.897507071       1.29530656       1.04873240       1.21119547       1.28770304      0.747869134      0.776595533      0.939003289      0.678838134       1.21647215      0.780756056       1.35922694    
   1.42858636       1.34817386       1.25234044      0.886509538       1.05280662       1.17325020      0.765153885       1.13608837       1.05641305       1.00000000      0.914362133       1.08296990       1.03823495      0.798350751      0.805963159       1.18470192       1.10411870       1.19447136       1.35549176       1.52903903       1.43548512       1.47588730       1.38757896       1.28703082       1.29910982      0.973990560       1.03026140      0.746951580      0.883451939      0.946278751      0.819885731      0.975308776       1.03206015       1.10191798      0.718623579      0.714085221      0.859777689       1.28289235      0.699044287       1.26999116      0.891992986       1.18632936       1.29610705       1.14876425       1.52698362       1.37534881       1.25002980       1.01460958      0.849848390       1.03434217      0.517113805      0.785105109      0.874080300      0.980914891      0.626732528      0.968109787      0.610353589      0.518741131      0.683833599      0.937542975    
